route_id,departure_airport,arrival_airport,departure_country,arrival_country,departure_region,arrival_region,is_international,distance_km,avg_flight_time_h,annual_flights_2023,annual_passengers_2023,load_factor_pct,avg_aircraft_age_years,risk_index,incidents_per_mn_flights,route_type
RT04424,HEAT,FNBG,Egypt,Angola,Africa,Africa,1,2683,3.2,10969,1279984,87.2,11.5,1.942,0.1021,Medium-haul
RT04425,MMUN,WARR,Mexico,Indonesia,NorthAmerica,AsiaPacific,1,2581,3.0,1385,271726,75.6,19.0,0.136,0.0816,Medium-haul
RT04426,GMMN,EGKK,Morocco,UK,Africa,Europe,1,479,0.6,697,113319,77.2,9.2,0.201,0.1139,Short-haul
RT04427,OEJN,SBGL,Saudi Arabia,Brazil,MiddleEast,LatinAmerica,1,773,0.9,755,81232,98.0,14.1,0.201,0.1463,Short-haul
RT04428,RKPK,OERK,SouthKorea,Saudi Arabia,AsiaPacific,MiddleEast,1,870,1.0,1636,322141,84.2,15.1,0.1,0.2314,Short-haul
RT04429,SBCF,OERK,Brazil,Saudi Arabia,LatinAmerica,MiddleEast,1,2441,2.9,1037,175379,74.7,5.0,0.238,0.098,Medium-haul
RT04430,VOMM,WSSS,India,Singapore,AsiaPacific,SoutheastAsia,1,801,0.9,862,132644,78.5,18.1,0.154,0.0853,Short-haul
RT04431,ZGGG,OTBD,China,Qatar,AsiaPacific,MiddleEast,1,792,0.9,1957,328712,89.4,6.4,0.143,0.1088,Short-haul
RT04432,EGGD,DNAS,UK,Nigeria,Europe,Africa,1,522,0.6,390,44900,74.2,8.7,0.385,0.1343,Short-haul
RT04433,WARR,YSSY,Indonesia,Australia,AsiaPacific,AsiaPacific,1,1131,1.3,9213,1898753,72.7,2.9,0.143,0.254,Short-haul
RT04434,ZSPD,HEAT,China,Egypt,AsiaPacific,Africa,1,984,1.2,2221,351162,82.6,10.3,0.194,0.3047,Short-haul
RT04435,LTFM,OEDM,Turkey,Saudi Arabia,Europe,MiddleEast,1,943,1.1,2434,448054,80.8,6.8,0.1,0.2554,Short-haul
RT04436,VOMM,WARR,India,Indonesia,AsiaPacific,AsiaPacific,1,4449,5.2,2442,334328,85.1,7.3,0.45,0.0873,Medium-haul
RT04437,SCEL,WIII,Chile,Indonesia,LatinAmerica,AsiaPacific,1,3354,3.9,2030,367227,76.2,17.4,0.395,0.0852,Medium-haul
RT04438,RJTT,ZUUU,Japan,China,AsiaPacific,AsiaPacific,1,1669,2.0,6981,1258561,76.9,5.9,0.116,0.1088,Short-haul
RT04439,LTAI,HAHM,Turkey,Ethiopia,Europe,Africa,1,4726,5.6,2680,418607,90.3,11.2,0.1,0.1185,Medium-haul
RT04440,GMME,KDFW,Morocco,USA,Africa,NorthAmerica,1,5854,6.9,987,161835,71.0,3.5,0.274,0.0979,Medium-haul
RT04441,SABE,RPVM,Argentina,Philippines,LatinAmerica,AsiaPacific,1,2936,3.5,1964,203263,82.5,10.0,0.235,0.1551,Medium-haul
RT04442,WABB,MMUN,Indonesia,Mexico,AsiaPacific,NorthAmerica,1,3119,3.7,1626,191886,90.7,7.0,0.796,0.1363,Medium-haul
RT04443,VVTS,RKPK,Vietnam,SouthKorea,AsiaPacific,AsiaPacific,1,1560,1.8,745,105509,85.7,11.9,0.363,0.104,Short-haul
RT04444,GMME,SKCL,Morocco,Colombia,Africa,LatinAmerica,1,2125,2.5,5528,480044,85.7,14.0,0.239,0.1985,Medium-haul
RT04445,SKBO,OTHH,Colombia,Qatar,LatinAmerica,MiddleEast,1,360,0.4,152,21809,78.7,14.4,0.66,0.4772,Short-haul
RT04446,UNNT,WABB,Russia,Indonesia,Europe,AsiaPacific,1,2178,2.6,977,102843,93.3,5.3,0.125,0.1846,Medium-haul
RT04447,OPKC,EGGD,Pakistan,UK,SouthAsia,Europe,1,262,0.3,1294,176579,81.7,9.4,0.1,0.6503,Short-haul
RT04448,ZHHH,DNAS,China,Nigeria,AsiaPacific,Africa,1,368,0.4,1619,140432,81.4,8.8,0.131,0.2305,Short-haul
RT04449,GMAD,LTBA,Morocco,Turkey,Africa,Europe,1,1118,1.3,2126,199904,91.0,15.9,0.182,0.0399,Short-haul
RT04450,HELX,RKSI,Egypt,SouthKorea,Africa,AsiaPacific,1,608,0.7,4749,565046,90.4,9.7,0.532,0.0455,Short-haul
RT04451,DNAS,VOBL,Nigeria,India,Africa,AsiaPacific,1,1559,1.8,2641,375487,77.3,11.3,0.442,0.1096,Short-haul
RT04452,HKJK,LFPO,Kenya,France,Africa,Europe,1,1399,1.6,5462,828942,91.7,14.3,0.221,0.0409,Short-haul
RT04453,SBSV,RPVM,Brazil,Philippines,LatinAmerica,AsiaPacific,1,1270,1.5,806,134596,75.8,13.5,0.211,0.1179,Short-haul
RT04454,OICC,KATL,Iran,USA,MiddleEast,NorthAmerica,1,1603,1.9,1444,170462,80.6,7.6,0.207,0.1551,Short-haul
RT04455,VNKT,CYVR,Nepal,Canada,SouthAsia,NorthAmerica,1,899,1.1,908,119507,87.6,11.3,0.193,0.2992,Short-haul
RT04456,VNPL,RKPK,Nepal,SouthKorea,SouthAsia,AsiaPacific,1,4497,5.3,5295,771543,70.4,5.6,0.127,0.1576,Medium-haul
RT04457,FNBG,FNHU,Angola,Angola,Africa,Africa,0,724,0.9,806,122594,81.6,5.3,0.582,0.0239,Short-haul
RT04458,RJTT,SBCF,Japan,Brazil,AsiaPacific,LatinAmerica,1,628,0.7,4052,576900,83.4,10.4,0.513,0.3848,Short-haul
RT04459,SCEL,WSAP,Chile,Singapore,LatinAmerica,SoutheastAsia,1,2473,2.9,1137,122757,85.4,11.9,0.299,0.5089,Medium-haul
RT04460,WSAP,EGPH,Singapore,UK,SoutheastAsia,Europe,1,303,0.4,438,77154,74.9,1.7,1.572,0.0913,Short-haul
RT04461,HTDA,EDDB,Tanzania,Germany,Africa,Europe,1,753,0.9,1097,123818,72.5,7.2,0.49,0.0366,Short-haul
RT04462,RPLL,RKPK,Philippines,SouthKorea,AsiaPacific,AsiaPacific,1,732,0.9,1599,249797,91.8,15.9,0.164,0.2934,Short-haul
RT04463,WIMM,SAEZ,Indonesia,Argentina,AsiaPacific,LatinAmerica,1,3876,4.6,3361,520610,94.9,3.5,0.453,0.0785,Medium-haul
RT04464,SKCL,RKPK,Colombia,SouthKorea,LatinAmerica,AsiaPacific,1,523,0.6,234,42746,92.7,8.9,0.343,0.0836,Short-haul
RT04465,HTKJ,FALE,Tanzania,SouthAfrica,Africa,Africa,1,499,0.6,4905,398724,94.3,4.8,0.121,0.0362,Short-haul
RT04466,RJAA,ZUUU,Japan,China,AsiaPacific,AsiaPacific,1,2936,3.5,603,111438,82.2,8.5,0.249,0.1451,Medium-haul
RT04467,ZUUU,VTBS,China,Thailand,AsiaPacific,AsiaPacific,1,1206,1.4,2223,413764,75.9,13.2,0.113,0.0648,Short-haul
RT04468,EGGD,YSSY,UK,Australia,Europe,AsiaPacific,1,2832,3.3,1544,280935,94.4,8.3,0.1,0.05,Medium-haul
RT04469,EGPH,ZUUU,UK,China,Europe,AsiaPacific,1,1079,1.3,8566,1500656,85.6,13.4,0.199,0.0501,Short-haul
RT04470,OEJN,OIIE,Saudi Arabia,Iran,MiddleEast,MiddleEast,1,859,1.0,1881,320923,60.7,4.9,0.295,0.0624,Short-haul
RT04471,EGPH,SKCL,UK,Colombia,Europe,LatinAmerica,1,367,0.4,1194,77087,77.6,12.4,0.285,0.0588,Short-haul
RT04472,LFPG,LFPO,France,France,Europe,Europe,0,456,0.5,2292,312995,79.6,7.8,0.248,0.0867,Short-haul
RT04473,HTDA,RKSS,Tanzania,SouthKorea,Africa,AsiaPacific,1,3827,4.5,3330,571946,90.3,13.5,0.193,0.1026,Medium-haul
RT04474,ZHHH,VIDP,China,India,AsiaPacific,AsiaPacific,1,597,0.7,225,33934,82.3,10.3,0.1,0.1926,Short-haul
RT04475,ZHHH,VVDN,China,Vietnam,AsiaPacific,AsiaPacific,1,733,0.9,3618,508518,78.4,9.6,0.1,0.1178,Short-haul
RT04476,HELX,RKSI,Egypt,SouthKorea,Africa,AsiaPacific,1,763,0.9,3157,458584,80.3,7.4,0.198,0.3143,Short-haul
RT04477,OEDM,HKJK,Saudi Arabia,Kenya,MiddleEast,Africa,1,564,0.7,667,104567,76.7,15.8,0.145,0.1162,Short-haul
RT04478,HECA,RJFF,Egypt,Japan,Africa,AsiaPacific,1,903,1.1,5998,778336,86.1,4.3,0.1,0.0607,Short-haul
RT04479,UNNT,FNBG,Russia,Angola,Europe,Africa,1,2874,3.4,2175,346337,80.7,16.7,0.251,0.1729,Medium-haul
RT04480,OPKC,KORD,Pakistan,USA,SouthAsia,NorthAmerica,1,1423,1.7,7801,108788,98.0,3.4,0.379,0.1272,Short-haul
RT04481,VVNB,CYYC,Vietnam,Canada,AsiaPacific,NorthAmerica,1,2489,2.9,761,112891,78.2,10.3,0.76,0.3907,Medium-haul
RT04482,WMKB,VVNB,Malaysia,Vietnam,AsiaPacific,AsiaPacific,1,3660,4.3,5120,861817,97.8,10.6,0.1,0.0581,Medium-haul
RT04483,VTUQ,WSAP,Thailand,Singapore,AsiaPacific,SoutheastAsia,1,385,0.5,16536,1732402,73.0,9.6,0.323,0.1206,Short-haul
RT04484,WSAP,EDDB,Singapore,Germany,SoutheastAsia,Europe,1,1191,1.4,2977,488473,75.7,17.4,0.223,0.1975,Short-haul
RT04485,OERK,SKCL,Saudi Arabia,Colombia,MiddleEast,LatinAmerica,1,2745,3.2,1294,132396,80.4,12.6,0.1,0.0247,Medium-haul
RT04486,OIIE,RKSI,Iran,SouthKorea,MiddleEast,AsiaPacific,1,459,0.5,863,106007,67.6,14.6,0.891,0.1358,Short-haul
RT04487,SCEL,VNPL,Chile,Nepal,LatinAmerica,SouthAsia,1,1153,1.4,262,39268,86.5,10.2,0.231,0.0607,Short-haul
RT04488,EDDM,OEDM,Germany,Saudi Arabia,Europe,MiddleEast,1,7016,8.3,1325,203682,84.4,7.7,0.766,0.1591,Long-haul
RT04489,CYYC,HKMO,Canada,Kenya,NorthAmerica,Africa,1,548,0.6,1788,287310,93.5,3.4,0.394,0.2322,Short-haul
RT04490,EDDM,SBGL,Germany,Brazil,Europe,LatinAmerica,1,1625,1.9,1600,214903,82.4,10.0,0.187,0.079,Short-haul
RT04491,MMMX,HTDA,Mexico,Tanzania,NorthAmerica,Africa,1,2522,3.0,547,56080,85.4,14.8,0.215,0.0354,Medium-haul
RT04492,RKPK,FALE,SouthKorea,SouthAfrica,AsiaPacific,Africa,1,5399,6.4,1479,238730,91.8,8.7,0.603,0.0753,Medium-haul
RT04493,WIMM,DNKN,Indonesia,Nigeria,AsiaPacific,Africa,1,707,0.8,853,134529,73.4,15.3,0.376,0.0427,Short-haul
RT04494,FNHU,OTBD,Angola,Qatar,Africa,MiddleEast,1,1589,1.9,598,81615,83.8,9.0,1.16,0.0948,Short-haul
RT04495,HECA,VVDN,Egypt,Vietnam,Africa,AsiaPacific,1,751,0.9,345,54728,98.0,10.3,0.1,0.137,Short-haul
RT04496,DNAS,HAHM,Nigeria,Ethiopia,Africa,Africa,1,3396,4.0,675,126489,95.5,5.9,0.1,0.4729,Medium-haul
RT04497,ZBAA,FAOR,China,SouthAfrica,AsiaPacific,Africa,1,477,0.6,10197,1311639,76.4,11.0,0.868,0.0147,Short-haul
RT04498,VVTS,CYYC,Vietnam,Canada,AsiaPacific,NorthAmerica,1,2410,2.8,6056,715844,82.6,8.5,0.213,0.1214,Medium-haul
RT04499,YBBN,HTKA,Australia,Tanzania,AsiaPacific,Africa,1,3039,3.6,902,140407,91.3,1.2,0.1,0.1184,Medium-haul
RT04500,UUEE,VNPK,Russia,Nepal,Europe,SouthAsia,1,1873,2.2,2166,254383,84.1,4.6,0.301,0.294,Short-haul
RT04501,YPPH,RJTT,Australia,Japan,AsiaPacific,AsiaPacific,1,480,0.6,932,91114,75.7,1.7,0.119,0.1451,Short-haul
RT04502,LFMN,LTFM,France,Turkey,Europe,Europe,1,257,0.3,4961,262526,80.0,12.7,1.532,0.028,Short-haul
RT04503,UNNT,UUDD,Russia,Russia,Europe,Europe,0,1301,1.5,827,75237,78.6,11.5,0.161,0.0747,Short-haul
RT04504,SKMR,WARR,Colombia,Indonesia,LatinAmerica,AsiaPacific,1,598,0.7,496,64952,92.0,11.3,0.1,0.0733,Short-haul
RT04505,WIII,OPKC,Indonesia,Pakistan,AsiaPacific,SouthAsia,1,470,0.6,1570,249954,94.4,2.8,0.431,0.1915,Short-haul
RT04506,FALE,OIIE,SouthAfrica,Iran,Africa,MiddleEast,1,4307,5.1,1644,173916,98.0,13.0,0.1,0.1253,Medium-haul
RT04507,SKMR,VTUQ,Colombia,Thailand,LatinAmerica,AsiaPacific,1,1036,1.2,5494,745624,89.0,9.3,0.1,0.2278,Short-haul
RT04508,KSFO,KDFW,USA,USA,NorthAmerica,NorthAmerica,0,3078,3.6,875,129886,84.2,13.3,0.325,0.1539,Medium-haul
RT04509,OPKC,YSSY,Pakistan,Australia,SouthAsia,AsiaPacific,1,947,1.1,1297,100385,80.9,6.9,0.114,0.1126,Short-haul
RT04510,RPLL,KMIA,Philippines,USA,AsiaPacific,NorthAmerica,1,696,0.8,6410,647118,98.0,4.3,0.142,0.1204,Short-haul
RT04511,HEAT,KDFW,Egypt,USA,Africa,NorthAmerica,1,892,1.0,2054,222231,90.7,7.0,0.216,0.0564,Short-haul
RT04512,VNPK,EGLL,Nepal,UK,SouthAsia,Europe,1,660,0.8,300,35851,82.8,9.1,0.809,0.2864,Short-haul
RT04513,CYYZ,VVNB,Canada,Vietnam,NorthAmerica,AsiaPacific,1,862,1.0,635,77395,82.8,9.9,0.257,0.2072,Short-haul
RT04514,HKMO,VNKT,Kenya,Nepal,Africa,SouthAsia,1,494,0.6,942,112798,83.0,13.2,0.18,0.0694,Short-haul
RT04515,VVNB,OIIE,Vietnam,Iran,AsiaPacific,MiddleEast,1,920,1.1,973,150094,80.6,10.8,0.114,0.0876,Short-haul
RT04516,RPLL,VOBL,Philippines,India,AsiaPacific,AsiaPacific,1,200,0.2,148,20788,93.6,5.7,1.523,0.164,Short-haul
RT04517,LTBA,GMMN,Turkey,Morocco,Europe,Africa,1,1264,1.5,4579,591898,76.6,12.4,0.133,0.0838,Short-haul
RT04518,HELX,CYYC,Egypt,Canada,Africa,NorthAmerica,1,1095,1.3,604,71408,80.8,4.6,0.1,0.1214,Short-haul
RT04519,SBSV,RPLL,Brazil,Philippines,LatinAmerica,AsiaPacific,1,1052,1.2,2116,216127,85.7,13.0,0.1,0.2274,Short-haul
RT04520,RPLL,EGGD,Philippines,UK,AsiaPacific,Europe,1,350,0.4,743,72601,72.3,8.2,0.665,0.6993,Short-haul
RT04521,SCAR,DNKN,Chile,Nigeria,LatinAmerica,Africa,1,2759,3.2,1601,234411,89.0,18.9,0.21,0.1809,Medium-haul
RT04522,HAAB,CYVR,Ethiopia,Canada,Africa,NorthAmerica,1,200,0.2,1290,181140,82.8,12.1,0.456,0.2318,Short-haul
RT04523,LTAI,FACT,Turkey,SouthAfrica,Europe,Africa,1,778,0.9,962,160483,70.3,9.7,0.288,0.1378,Short-haul
RT04524,YMML,HTKA,Australia,Tanzania,AsiaPacific,Africa,1,1575,1.9,1114,173540,77.1,1.0,0.223,0.0988,Short-haul
RT04525,WIMM,SKBO,Indonesia,Colombia,AsiaPacific,LatinAmerica,1,1081,1.3,2631,228409,92.4,18.2,0.1,0.2226,Short-haul
RT04526,FNLU,VTUQ,Angola,Thailand,Africa,AsiaPacific,1,327,0.4,6820,736149,79.9,9.3,0.416,0.0452,Short-haul
RT04527,VNPK,CYMX,Nepal,Canada,SouthAsia,NorthAmerica,1,1427,1.7,7070,1106971,80.5,11.2,0.284,0.099,Short-haul
RT04528,MMMX,VTCC,Mexico,Thailand,NorthAmerica,AsiaPacific,1,3509,4.1,2018,213620,91.4,10.8,0.12,0.114,Medium-haul
RT04529,SCEL,MMUN,Chile,Mexico,LatinAmerica,NorthAmerica,1,1682,2.0,1936,297852,98.0,18.6,0.1,0.0858,Short-haul
RT04530,OPKC,EGGD,Pakistan,UK,SouthAsia,Europe,1,1590,1.9,6204,828252,81.7,6.2,0.387,0.1495,Short-haul
RT04531,UUDD,GMAD,Russia,Morocco,Europe,Africa,1,682,0.8,12444,2326807,82.3,7.5,0.297,0.0685,Short-haul
RT04532,HAAB,SCAR,Ethiopia,Chile,Africa,LatinAmerica,1,1239,1.5,630,80102,84.4,8.2,0.482,0.048,Short-haul
RT04533,MMMX,KJFK,Mexico,USA,NorthAmerica,NorthAmerica,1,891,1.0,1280,188231,85.0,14.2,0.521,0.3166,Short-haul
RT04534,VTUQ,DNMM,Thailand,Nigeria,AsiaPacific,Africa,1,845,1.0,558,72759,83.1,7.8,0.692,0.1724,Short-haul
RT04535,LFLL,OEDM,France,Saudi Arabia,Europe,MiddleEast,1,2916,3.4,1058,77105,70.9,11.2,0.185,0.2297,Medium-haul
RT04536,RPVM,EDDH,Philippines,Germany,AsiaPacific,Europe,1,1140,1.3,866,126507,76.4,11.8,0.246,0.0998,Short-haul
RT04537,WABB,DNMM,Indonesia,Nigeria,AsiaPacific,Africa,1,490,0.6,1531,186933,77.2,13.4,0.135,0.1223,Short-haul
RT04538,SCAR,GMAD,Chile,Morocco,LatinAmerica,Africa,1,592,0.7,632,78670,85.1,9.3,0.185,0.0588,Short-haul
RT04539,KDEN,OICC,USA,Iran,NorthAmerica,MiddleEast,1,329,0.4,453,58066,97.6,4.6,0.449,0.0521,Short-haul
RT04540,VABB,EDDM,India,Germany,AsiaPacific,Europe,1,2131,2.5,4222,856795,88.7,13.3,0.757,0.0716,Medium-haul
RT04541,EGCC,YBBN,UK,Australia,Europe,AsiaPacific,1,964,1.1,863,120413,82.9,10.0,0.1,0.0712,Short-haul
RT04542,YMML,RKSS,Australia,SouthKorea,AsiaPacific,AsiaPacific,1,564,0.7,3744,477931,72.4,7.8,0.21,0.3779,Short-haul
RT04543,OEJN,OPKC,Saudi Arabia,Pakistan,MiddleEast,SouthAsia,1,2518,3.0,20814,2680378,78.9,10.3,0.149,0.1369,Medium-haul
RT04544,MMUN,RPLL,Mexico,Philippines,NorthAmerica,AsiaPacific,1,1250,1.5,149,20845,76.9,1.8,0.283,0.2337,Short-haul
RT04545,HECA,WARR,Egypt,Indonesia,Africa,AsiaPacific,1,1031,1.2,2205,356133,94.7,6.5,0.777,0.0427,Short-haul
RT04546,KORD,EDDF,USA,Germany,NorthAmerica,Europe,1,843,1.0,3881,563675,85.0,10.2,0.284,0.0747,Short-haul
RT04547,HECA,OICC,Egypt,Iran,Africa,MiddleEast,1,2271,2.7,984,124069,74.5,1.0,0.157,0.1775,Medium-haul
RT04548,RPLL,GMAD,Philippines,Morocco,AsiaPacific,Africa,1,1518,1.8,2510,266398,90.2,14.2,0.192,0.3748,Short-haul
RT04549,KDEN,UUEE,USA,Russia,NorthAmerica,Europe,1,563,0.7,1589,175549,87.8,12.9,1.125,0.1138,Short-haul
RT04550,URSS,KDEN,Russia,USA,Europe,NorthAmerica,1,4369,5.1,2740,414157,82.0,8.7,0.192,0.1954,Medium-haul
RT04551,GMMN,VIDP,Morocco,India,Africa,AsiaPacific,1,2002,2.4,3178,304929,91.4,9.4,0.334,0.065,Medium-haul
RT04552,UUEE,VVTS,Russia,Vietnam,Europe,AsiaPacific,1,495,0.6,1579,143536,69.9,9.3,0.311,0.0477,Short-haul
RT04553,MMMX,OEDM,Mexico,Saudi Arabia,NorthAmerica,MiddleEast,1,1204,1.4,194,27113,95.4,22.1,0.277,0.0594,Short-haul
RT04554,OMSJ,HELX,UAE,Egypt,MiddleEast,Africa,1,1172,1.4,7471,1041150,89.6,5.9,1.017,0.0944,Short-haul
RT04555,OIII,WSAP,Iran,Singapore,MiddleEast,SoutheastAsia,1,1159,1.4,2571,436678,80.4,8.1,0.554,0.1449,Short-haul
RT04556,VTUQ,YBBN,Thailand,Australia,AsiaPacific,AsiaPacific,1,411,0.5,314,57457,82.8,10.4,0.194,0.2528,Short-haul
RT04557,CYYZ,WABB,Canada,Indonesia,NorthAmerica,AsiaPacific,1,481,0.6,616,81056,75.4,13.6,0.601,0.1808,Short-haul
RT04558,OICC,WMKB,Iran,Malaysia,MiddleEast,AsiaPacific,1,1439,1.7,2336,375467,96.2,6.5,0.339,0.1354,Short-haul
RT04559,EDDF,OTBD,Germany,Qatar,Europe,MiddleEast,1,780,0.9,1282,143342,85.4,5.0,0.281,0.1213,Short-haul
RT04560,SBCF,VNPK,Brazil,Nepal,LatinAmerica,SouthAsia,1,850,1.0,409,65277,72.2,9.0,0.393,0.649,Short-haul
RT04561,YSSY,YBBN,Australia,Australia,AsiaPacific,AsiaPacific,0,879,1.0,1729,105451,80.7,12.5,0.1,0.3681,Short-haul
RT04562,RKSI,OMDB,SouthKorea,UAE,AsiaPacific,MiddleEast,1,545,0.6,8711,1108679,89.2,7.6,0.189,0.7474,Short-haul
RT04563,SAME,FAOR,Argentina,SouthAfrica,LatinAmerica,Africa,1,425,0.5,1854,269743,85.2,8.3,0.1,0.2424,Short-haul
RT04564,OPKC,YMML,Pakistan,Australia,SouthAsia,AsiaPacific,1,3595,4.2,2236,301159,88.3,9.3,0.1,0.0732,Medium-haul
RT04565,RJTT,SCAR,Japan,Chile,AsiaPacific,LatinAmerica,1,708,0.8,277,57896,79.5,12.3,0.1,0.1597,Short-haul
RT04566,LFPG,GMAD,France,Morocco,Europe,Africa,1,961,1.1,2552,304495,72.6,10.1,0.191,0.2428,Short-haul
RT04567,EDDM,KORD,Germany,USA,Europe,NorthAmerica,1,1501,1.8,469,62065,92.7,14.2,0.563,0.2745,Short-haul
RT04568,DNAS,VVNB,Nigeria,Vietnam,Africa,AsiaPacific,1,1326,1.6,9570,1302082,70.8,7.9,0.115,0.0713,Short-haul
RT04569,OERK,OICC,Saudi Arabia,Iran,MiddleEast,MiddleEast,1,2683,3.2,917,154740,89.8,10.8,0.1,0.04,Medium-haul
RT04570,SAME,SBSV,Argentina,Brazil,LatinAmerica,LatinAmerica,1,1725,2.0,1374,189377,88.0,9.3,0.22,0.1505,Short-haul
RT04571,ZBAA,RJAA,China,Japan,AsiaPacific,AsiaPacific,1,1549,1.8,583,94090,88.5,8.5,0.242,0.0928,Short-haul
RT04572,ZGGG,MMUN,China,Mexico,AsiaPacific,NorthAmerica,1,384,0.5,449,51329,88.8,2.8,1.793,0.4857,Short-haul
RT04573,OERK,EDDH,Saudi Arabia,Germany,MiddleEast,Europe,1,7022,8.3,3255,377267,92.6,10.5,0.319,0.2828,Long-haul
RT04574,OIIE,HAHM,Iran,Ethiopia,MiddleEast,Africa,1,9278,10.9,1812,179788,92.0,6.9,0.154,0.1045,Long-haul
RT04575,KDEN,SAME,USA,Argentina,NorthAmerica,LatinAmerica,1,200,0.2,3273,448187,68.8,13.4,0.157,0.8716,Short-haul
RT04576,VNPK,KMIA,Nepal,USA,SouthAsia,NorthAmerica,1,1264,1.5,6684,694415,72.4,10.1,0.421,0.7111,Short-haul
RT04577,SBCF,MMTJ,Brazil,Mexico,LatinAmerica,NorthAmerica,1,1787,2.1,3908,501993,93.0,10.5,0.236,0.0798,Short-haul
RT04578,ZGGG,ZSPD,China,China,AsiaPacific,AsiaPacific,0,676,0.8,640,103884,86.8,11.3,0.378,0.0785,Short-haul
RT04579,DNAS,VECC,Nigeria,India,Africa,AsiaPacific,1,1390,1.6,2157,486252,85.9,13.1,0.341,0.1134,Short-haul
RT04580,FNBG,OERK,Angola,Saudi Arabia,Africa,MiddleEast,1,317,0.4,718,89069,83.2,11.2,0.253,0.0664,Short-haul
RT04581,UNNT,DNAS,Russia,Nigeria,Europe,Africa,1,2764,3.3,1739,322649,73.8,12.3,0.369,0.2554,Medium-haul
RT04582,OPIS,ZBAA,Pakistan,China,SouthAsia,AsiaPacific,1,1953,2.3,2341,231067,85.5,12.6,0.895,0.0801,Short-haul
RT04583,RPMD,HTKJ,Philippines,Tanzania,AsiaPacific,Africa,1,1103,1.3,5777,671077,80.2,13.4,0.146,0.2352,Short-haul
RT04584,WMKK,MMGL,Malaysia,Mexico,AsiaPacific,NorthAmerica,1,1365,1.6,1372,129151,96.1,9.6,0.139,0.195,Short-haul
RT04585,UUDD,HEAT,Russia,Egypt,Europe,Africa,1,406,0.5,2417,268420,85.1,3.9,0.242,0.3148,Short-haul
RT04586,WSAP,WMKK,Singapore,Malaysia,SoutheastAsia,AsiaPacific,1,5938,7.0,1333,213354,94.9,14.4,0.1,0.136,Medium-haul
RT04587,SAEZ,VTUQ,Argentina,Thailand,LatinAmerica,AsiaPacific,1,1865,2.2,1956,324735,91.1,11.2,0.192,0.1379,Short-haul
RT04588,RKPK,FAOR,SouthKorea,SouthAfrica,AsiaPacific,Africa,1,455,0.5,626,79136,71.2,11.6,0.174,0.2051,Short-haul
RT04589,SBCF,RJFF,Brazil,Japan,LatinAmerica,AsiaPacific,1,403,0.5,3918,332767,88.3,16.6,0.53,0.0908,Short-haul
RT04590,SBGR,RJAA,Brazil,Japan,LatinAmerica,AsiaPacific,1,1112,1.3,6717,1197151,83.4,6.3,0.176,0.0277,Short-haul
RT04591,WIII,RJTT,Indonesia,Japan,AsiaPacific,AsiaPacific,1,839,1.0,4861,595935,94.0,11.8,0.346,0.2255,Short-haul
RT04592,MMTJ,EGPH,Mexico,UK,NorthAmerica,Europe,1,2823,3.3,7109,1028711,74.3,15.7,0.114,0.1792,Medium-haul
RT04593,RPVM,EGKK,Philippines,UK,AsiaPacific,Europe,1,423,0.5,590,85753,89.3,15.1,0.108,0.0315,Short-haul
RT04594,HTKJ,CYYC,Tanzania,Canada,Africa,NorthAmerica,1,1381,1.6,678,116002,79.1,4.4,0.129,0.0326,Short-haul
RT04595,VTUQ,RPVM,Thailand,Philippines,AsiaPacific,AsiaPacific,1,4456,5.2,2308,344946,70.8,12.7,0.292,0.1223,Medium-haul
RT04596,SBCF,GMAD,Brazil,Morocco,LatinAmerica,Africa,1,794,0.9,2780,460002,89.1,10.9,0.1,0.1293,Short-haul
RT04597,EGGD,LFPO,UK,France,Europe,Europe,1,738,0.9,918,186024,83.1,14.4,0.1,0.266,Short-haul
RT04598,WARR,VNKT,Indonesia,Nepal,AsiaPacific,SouthAsia,1,1179,1.4,297,38258,72.3,5.2,0.969,0.1375,Short-haul
RT04599,MMUN,SABE,Mexico,Argentina,NorthAmerica,LatinAmerica,1,812,1.0,872,125755,88.9,12.5,0.229,0.0746,Short-haul
RT04600,OPIS,UUDD,Pakistan,Russia,SouthAsia,Europe,1,200,0.2,5608,882222,79.0,11.7,0.122,0.1458,Short-haul
RT04601,VTCC,OMDB,Thailand,UAE,AsiaPacific,MiddleEast,1,377,0.4,2214,232090,91.9,8.3,1.165,0.1372,Short-haul
RT04602,VTUQ,EGLL,Thailand,UK,AsiaPacific,Europe,1,1429,1.7,7315,710060,88.5,12.5,0.141,0.2037,Short-haul
RT04603,ZHHH,VABB,China,India,AsiaPacific,AsiaPacific,1,1862,2.2,651,54977,73.6,13.6,0.192,0.1731,Short-haul
RT04604,RJBB,SKBO,Japan,Colombia,AsiaPacific,LatinAmerica,1,811,1.0,2024,275218,88.4,8.8,0.1,0.0906,Short-haul
RT04605,YBBN,FNLU,Australia,Angola,AsiaPacific,Africa,1,1055,1.2,462,42652,85.2,7.5,0.722,0.0855,Short-haul
RT04606,HTDA,RKSS,Tanzania,SouthKorea,Africa,AsiaPacific,1,1056,1.2,2165,318837,80.4,1.0,0.264,0.2067,Short-haul
RT04607,LFLL,KLAX,France,USA,Europe,NorthAmerica,1,1072,1.3,4629,802503,80.5,4.9,0.482,0.1402,Short-haul
